Datetime,Open,High,Low,Close,Volume
2022-01-03,54.82500076293945,54.86000061035156,53.86000061035156,54.39500045776367,2312600
2022-01-04,51.935001373291016,53.154998779296875,51.76499938964844,53.06999969482422,5726400
2022-01-05,52.39500045776367,52.63999938964844,51.27000045776367,51.27000045776367,2874400
2022-01-06,50.36000061035156,51.97999954223633,50.1349983215332,51.43000030517578,6665800
2022-01-07,50.275001525878906,50.974998474121094,50.27000045776367,50.744998931884766,7812400
2022-01-10,50.064998626708984,50.959999084472656,49.81999969482422,50.89500045776367,2980200
2022-01-11,50.349998474121094,50.654998779296875,49.83000183105469,50.61000061035156,2404400
2022-01-12,50.064998626708984,50.54999923706055,50.029998779296875,50.375,2445200
2022-01-13,50.38999938964844,50.439998626708984,49.59000015258789,49.779998779296875,1931200
2022-01-14,48.525001525878906,49.04999923706055,47.68000030517578,48.15999984741211,4927600
2022-01-18,47.834999084472656,48.45000076293945,47.72999954223633,48.19499969482422,2290000
2022-01-19,48.849998474121094,49.29999923706055,48.48500061035156,48.64500045776367,2052800
2022-01-20,47.9900016784668,48.70000076293945,47.69499969482422,47.72999954223633,4022400
2022-01-21,47.97999954223633,48.44499969482422,47.564998626708984,47.68000030517578,2700400
2022-01-24,46.400001525878906,47.83000183105469,45.755001068115234,47.720001220703125,5764800
2022-01-25,47.095001220703125,47.935001373291016,46.994998931884766,47.58000183105469,5165000
2022-01-26,47.26499938964844,47.525001525878906,46.345001220703125,46.54999923706055,3709000
2022-01-27,47.73500061035156,48.345001220703125,47.5,47.720001220703125,2640600
2022-01-28,47.95000076293945,48.459999084472656,47.540000915527344,48.380001068115234,1981400
2022-01-31,49.1150016784668,50.03499984741211,49.03499984741211,49.935001373291016,2890000
2022-02-01,50.68000030517578,51.38999938964844,50.33000183105469,51.29999923706055,4038200
2022-02-02,53.15999984741211,53.584999084472656,52.755001068115234,53.29499816894531,4395600
2022-02-03,52.040000915527344,52.650001525878906,51.95000076293945,52.314998626708984,3937800
2022-02-04,50.81999969482422,51.07500076293945,49.59000015258789,49.834999084472656,5665000
2022-02-07,50.3849983215332,51.3849983215332,50.25,50.880001068115234,2094800
2022-02-08,50.6349983215332,50.85499954223633,50.314998626708984,50.775001525878906,1945800
2022-02-09,52.150001525878906,53.029998779296875,52.119998931884766,52.959999084472656,2559600
2022-02-10,52.29999923706055,53.189998626708984,51.8849983215332,52.029998779296875,1889800
2022-02-11,50.869998931884766,50.959999084472656,49.095001220703125,49.45500183105469,3747400
2022-02-14,48.790000915527344,49.33000183105469,48.63999938964844,49.06999969482422,3157800
2022-02-15,50.334999084472656,51.09000015258789,50.334999084472656,50.68000030517578,1900000
2022-02-16,50.78499984741211,51.67499923706055,50.779998779296875,51.584999084472656,2010600
2022-02-17,51.689998626708984,51.755001068115234,51.16999816894531,51.224998474121094,1578200
2022-02-18,50.939998626708984,51.05500030517578,50.10499954223633,50.404998779296875,1177000
2022-02-22,49.904998779296875,50.57500076293945,49.11000061035156,49.619998931884766,1595200
2022-02-23,49.57500076293945,49.66999816894531,48.755001068115234,48.84000015258789,1413000
2022-02-24,47.790000915527344,49.53499984741211,47.375,49.474998474121094,2918600
2022-02-25,50.400001525878906,51.6150016784668,50.33000183105469,51.375,2675200
2022-02-28,51.154998779296875,51.61000061035156,50.83000183105469,51.474998474121094,2163000
2022-03-01,51.974998474121094,52.52000045776367,51.60499954223633,51.79999923706055,2104600
2022-03-02,51.34000015258789,52.494998931884766,51.0,52.334999084472656,2701400
2022-03-03,53.130001068115234,53.665000915527344,51.810001373291016,52.1349983215332,1861400
2022-03-04,50.8849983215332,52.08000183105469,50.8849983215332,52.05500030517578,2401400
2022-03-07,51.3650016784668,51.59000015258789,50.31999969482422,50.42499923706055,5455600
2022-03-08,51.01499938964844,52.834999084472656,50.2400016784668,51.154998779296875,7352800
2022-03-09,51.40999984741211,52.810001373291016,51.17499923706055,52.529998779296875,5377200
2022-03-10,51.72999954223633,52.494998931884766,51.55500030517578,52.22999954223633,4426000
2022-03-11,50.73500061035156,51.525001525878906,50.28499984741211,50.630001068115234,5354200
2022-03-14,51.040000915527344,51.75,50.84000015258789,50.869998931884766,1393000
2022-03-15,51.47999954223633,51.599998474121094,50.709999084472656,51.224998474121094,2286200
2022-03-16,52.75,53.41999816894531,52.040000915527344,53.119998931884766,2457800
2022-03-17,53.95000076293945,54.970001220703125,53.90999984741211,54.92499923706055,1684200
2022-03-18,54.369998931884766,55.73500061035156,54.28499984741211,55.73500061035156,2721400
2022-03-21,55.04999923706055,55.724998474121094,54.689998626708984,55.095001220703125,2305600
2022-03-22,54.93000030517578,55.18000030517578,54.41999816894531,54.80500030517578,1954200
2022-03-23,54.80500030517578,55.244998931884766,54.54999923706055,54.685001373291016,1622600
2022-03-24,53.9900016784668,54.52000045776367,53.744998931884766,54.4900016784668,1413000
2022-03-25,53.810001373291016,53.8849983215332,52.915000915527344,53.255001068115234,1527200
2022-03-28,53.33000183105469,53.98500061035156,53.28499984741211,53.95500183105469,1057800
2022-03-29,55.5,55.7599983215332,54.834999084472656,55.099998474121094,2005000
2022-03-30,55.849998474121094,56.86000061035156,55.79499816894531,56.27000045776367,2362400
2022-03-31,56.435001373291016,56.55500030517578,55.525001525878906,55.525001525878906,1668000
2022-04-01,55.779998779296875,56.58000183105469,55.689998626708984,56.45500183105469,1883000
2022-04-04,56.40999984741211,57.0099983215332,56.125,56.904998779296875,2961200
2022-04-05,57.22999954223633,57.814998626708984,57.20000076293945,57.404998779296875,2003800
2022-04-06,57.55500030517578,58.625,57.439998626708984,58.564998626708984,2827400
2022-04-07,59.34000015258789,61.08000183105469,59.34000015258789,60.904998779296875,4647800
2022-04-08,60.0,60.72999954223633,59.95500183105469,60.279998779296875,2578400
2022-04-11,60.34000015258789,60.97999954223633,59.974998474121094,60.474998474121094,5004400
2022-04-12,58.415000915527344,59.125,57.89500045776367,58.70000076293945,5920600
2022-04-13,59.09000015258789,59.55500030517578,58.54999923706055,59.439998626708984,2903200
2022-04-14,59.53499984741211,59.810001373291016,59.0099983215332,59.099998474121094,1771600
2022-04-18,58.61000061035156,59.290000915527344,57.94499969482422,58.185001373291016,1188200
2022-04-19,57.01499938964844,57.619998931884766,56.709999084472656,57.20500183105469,2391000
2022-04-20,57.59000015258789,58.244998931884766,57.41999816894531,57.77000045776367,1594000
2022-04-21,57.22999954223633,57.30500030517578,55.15999984741211,55.375,4305200
2022-04-22,56.53499984741211,56.53499984741211,55.165000915527344,55.349998474121094,2365800
2022-04-25,55.53499984741211,56.869998931884766,55.505001068115234,56.86000061035156,2668600
2022-04-26,55.814998626708984,56.125,54.84000015258789,54.88999938964844,2829000
2022-04-27,55.48500061035156,56.29999923706055,55.23500061035156,55.779998779296875,2137200
2022-04-28,53.9900016784668,55.44499969482422,53.959999084472656,55.095001220703125,3558200
2022-04-29,57.2400016784668,58.064998626708984,56.84000015258789,57.0,6458800
2022-05-02,56.8650016784668,57.165000915527344,56.0099983215332,56.91999816894531,3401200
2022-05-03,56.61000061035156,57.154998779296875,56.19499969482422,56.59000015258789,2393200
2022-05-04,56.17499923706055,57.099998474121094,55.470001220703125,56.95500183105469,3267600
2022-05-05,56.41999816894531,56.94499969482422,56.025001525878906,56.39500045776367,4392600
2022-05-06,55.3650016784668,56.26499938964844,55.08000183105469,55.67499923706055,5187400
2022-05-09,54.05500030517578,54.3849983215332,52.970001220703125,53.125,4423000
2022-05-10,53.724998474121094,54.57500076293945,53.1150016784668,53.720001220703125,2776400
2022-05-11,52.349998474121094,53.564998626708984,51.875,51.904998779296875,3516800
2022-05-12,52.25,52.70500183105469,51.540000915527344,52.17499923706055,4213000
2022-05-13,53.0,53.45000076293945,52.380001068115234,53.02000045776367,2968800
2022-05-16,51.61000061035156,52.1349983215332,51.08000183105469,51.619998931884766,3786400
2022-05-17,53.46500015258789,53.474998474121094,52.7400016784668,53.16999816894531,2363800
2022-05-18,52.314998626708984,52.540000915527344,51.560001373291016,51.75,1984400
2022-05-19,51.599998474121094,52.52000045776367,51.529998779296875,52.025001525878906,4347200
2022-05-20,53.26499938964844,54.11000061035156,53.17499923706055,53.875,4591400
2022-05-23,53.98500061035156,54.21500015258789,53.6349983215332,53.91999816894531,1647400
2022-05-24,54.244998931884766,54.4900016784668,53.64500045776367,53.9900016784668,1733200
2022-05-25,53.209999084472656,53.415000915527344,52.41999816894531,52.625,4474200
