Price,Open,High,Low,Close,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA
Datetime,,,,,
2022-10-03,254.5,255.16000366210938,241.00999450683594,242.39999389648438,98363500
2022-10-04,250.52000427246094,257.5,242.00999450683594,249.44000244140625,109578500
2022-10-05,245.00999450683594,246.6699981689453,233.27000427246094,240.80999755859375,86982700
2022-10-06,239.44000244140625,244.5800018310547,235.35000610351562,238.1300048828125,69298400
2022-10-07,233.94000244140625,234.57000732421875,222.02000427246094,223.07000732421875,83916800
2022-10-10,223.92999267578125,226.99000549316406,218.36000061035156,222.9600067138672,67925000
2022-10-11,220.9499969482422,225.75,215.0,216.5,77013200
2022-10-12,215.3300018310547,219.3000030517578,211.50999450683594,217.24000549316406,66860700
2022-10-13,208.3000030517578,222.99000549316406,206.22000122070312,221.72000122070312,91483000
2022-10-14,224.00999450683594,226.25999450683594,204.16000366210938,204.99000549316406,94124500
2022-10-17,210.0399932861328,221.86000061035156,209.4499969482422,219.35000610351562,79428800
2022-10-18,229.5,229.82000732421875,217.25,220.19000244140625,75891900
2022-10-19,219.8000030517578,222.92999267578125,217.77999877929688,222.0399932861328,66571500
2022-10-20,208.27999877929688,215.5500030517578,202.0,207.27999877929688,117798100
2022-10-21,206.4199981689453,214.66000366210938,203.8000030517578,214.44000244140625,75713800
2022-10-24,205.82000732421875,213.5,198.58999633789062,211.25,100446800
2022-10-25,210.10000610351562,224.35000610351562,210.0,222.4199981689453,96507900
2022-10-26,219.39999389648438,230.60000610351562,218.1999969482422,224.63999938964844,85012500
2022-10-27,229.77000427246094,233.80999755859375,222.85000610351562,225.08999633789062,61638800
2022-10-28,225.39999389648438,228.86000061035156,216.35000610351562,228.52000427246094,69152400
2022-10-31,226.19000244140625,229.85000610351562,221.94000244140625,227.5399932861328,61554300
2022-11-01,234.0500030517578,237.39999389648438,227.27999877929688,227.82000732421875,62688800
2022-11-02,226.0399932861328,227.8699951171875,214.82000732421875,214.97999572753906,63070300
2022-11-03,211.36000061035156,221.1999969482422,210.13999938964844,215.30999755859375,56538800
2022-11-04,222.60000610351562,223.8000030517578,203.0800018310547,207.47000122070312,98622200
2022-11-07,208.64999389648438,208.89999389648438,196.66000366210938,197.0800018310547,93916500
2022-11-08,194.02000427246094,195.1999969482422,186.75,191.3000030517578,128803400
2022-11-09,190.77999877929688,195.88999938964844,177.1199951171875,177.58999633789062,127062700
2022-11-10,189.89999389648438,191.0,180.02999877929688,190.72000122070312,132703000
2022-11-11,186.0,196.52000427246094,182.58999633789062,195.97000122070312,114403600
2022-11-14,192.77000427246094,195.72999572753906,186.33999633789062,190.9499969482422,92226600
2022-11-15,195.8800048828125,200.82000732421875,192.05999755859375,194.4199981689453,91293800
2022-11-16,191.50999450683594,192.57000732421875,185.66000366210938,186.9199981689453,66567600
2022-11-17,183.9600067138672,186.16000366210938,180.89999389648438,183.1699981689453,64336000
2022-11-18,185.0500030517578,185.19000244140625,176.5500030517578,180.19000244140625,76048900
2022-11-21,175.85000610351562,176.77000427246094,167.5399932861328,167.8699951171875,92882700
2022-11-22,168.6300048828125,170.9199981689453,166.19000244140625,169.91000366210938,78452300
2022-11-23,173.57000732421875,183.6199951171875,172.5,183.1999969482422,109536700
2022-11-25,185.05999755859375,185.1999969482422,180.6300048828125,182.86000061035156,50672700
2022-11-28,179.9600067138672,188.5,179.0,182.9199981689453,92905200
2022-11-29,184.99000549316406,186.3800048828125,178.75,180.8300018310547,83357100
2022-11-30,182.42999267578125,194.75999450683594,180.6300048828125,194.6999969482422,109186400
2022-12-01,197.0800018310547,198.9199981689453,191.8000030517578,194.6999969482422,80046200
2022-12-02,191.77999877929688,196.25,191.11000061035156,194.86000061035156,73645900
2022-12-05,189.44000244140625,191.27000427246094,180.5500030517578,182.4499969482422,93122700
2022-12-06,181.22000122070312,183.64999389648438,175.3300018310547,179.82000732421875,92150800
2022-12-07,175.02999877929688,179.3800048828125,172.22000122070312,174.0399932861328,84213300
2022-12-08,172.1999969482422,175.1999969482422,169.05999755859375,173.44000244140625,97624500
2022-12-09,173.83999633789062,182.5,173.36000061035156,179.0500030517578,104872300
2022-12-12,176.10000610351562,177.3699951171875,167.52000427246094,167.82000732421875,109794500
2022-12-13,174.8699951171875,175.0500030517578,156.91000366210938,160.9499969482422,175862700
2022-12-14,159.25,161.6199951171875,155.30999755859375,156.8000030517578,140682300
2022-12-15,153.44000244140625,160.92999267578125,153.27999877929688,157.6699981689453,122334500
2022-12-16,159.63999938964844,160.99000549316406,150.0399932861328,150.22999572753906,139032200
2022-12-19,154.0,155.25,145.82000732421875,149.8699951171875,139390600
2022-12-20,146.0500030517578,148.47000122070312,137.66000366210938,137.8000030517578,159563300
2022-12-21,139.33999633789062,141.25999450683594,135.88999938964844,137.57000732421875,145417400
2022-12-22,136.0,136.6300048828125,122.26000213623047,125.3499984741211,210090300
2022-12-23,126.37000274658203,128.6199951171875,121.0199966430664,123.1500015258789,166989700
2022-12-27,117.5,119.66999816894531,108.76000213623047,109.0999984741211,208643400
2022-12-28,110.3499984741211,116.2699966430664,108.23999786376953,112.70999908447266,221070500
2022-12-29,120.38999938964844,123.56999969482422,117.5,121.81999969482422,221923300
2022-12-30,119.94999694824219,124.4800033569336,119.75,123.18000030517578,157777300
